counter,date_time,latitude,longitude,temperature,humidity,pressure,pitch,roll,yaw,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,motion_detected,humans_detected
11,2023-05-12 12:46:09,-20.21388789,66.83474385,37.00053787,26.89884377,1003.692627,334.4804171,69.07732308,250.3354048,0.01878799871,0.03635599837,0.01366399974,0.003217093647,0.002447150648,-0.002415442839,-6.392426014,-0.2287367582,-12.41697407,0,0
12,2023-05-12 12:46:09,-20.2081204,66.83962835,36.5915947,26.3511734,1003.705078,334.4606352,69.12597451,250.4812771,0.01878799871,0.03684400022,0.01585999876,0.005107969046,7.03E-05,-0.0005746688694,-6.532557011,0.50214082,-12.51220894,0,0
13,2023-05-12 12:46:09,-20.20213284,66.84469865,36.75161743,27.03346634,1003.704346,334.4795429,69.13929338,250.5485135,0.01878799871,0.03757599741,0.0104919998,0.002230003476,0.00295919925,-0.0002216435969,-6.567602634,0.2224065363,-13.04605484,0,0
14,2023-05-12 12:46:09,-20.19647831,66.84948641,36.50269318,25.9932003,1003.711182,334.4898223,69.25579592,250.6272861,0.01903199963,0.03684400022,0.01488399971,0.003324974328,0.00341527909,-0.0008077975363,-6.156961441,-0.1016508266,-12.7729826,0,0
15,2023-05-12 12:46:09,-20.19028551,66.85472935,37.21389771,27.29047394,1003.701172,334.4288868,69.37417676,250.8571971,0.01927600056,0.03733199835,0.01293199975,0.003416400403,0.001459002495,-0.002551425248,-6.523584366,0.01851767115,-12.84189987,0,0
16,2023-05-12 12:46:10,-20.18448938,66.85963589,36.82273865,26.40012741,1003.701416,334.4748949,69.51421613,250.9264005,0.01903199963,0.0378200002,0.0156159997,0.003233328462,0.003941908479,-0.003374570981,-6.394915104,-0.09727347642,-13.18207073,0,0
17,2023-05-12 12:46:10,-20.17890656,66.86436135,36.44935226,26.58064461,1003.698975,334.5333682,69.51641545,251.0905163,0.01756799966,0.0361119993,0.01463999972,0.003276344389,0.003182083368,-0.002327159047,-6.493580818,-0.2848438025,-13.10690689,0,0
18,2023-05-12 12:46:10,-20.17296038,66.86939381,36.69827271,26.20431328,1003.695313,334.6206529,69.54889983,251.1813988,0.01951999962,0.03733199835,0.01390799973,0.002791143954,0.00273745507,-0.0001523364335,-5.823357105,-0.1970921457,-12.93950653,0,0
19,2023-05-12 12:46:10,-20.16695824,66.87447306,36.57381439,27.39144135,1003.688965,334.5602569,69.61422376,251.357406,0.01781199872,0.03684400022,0.01341999974,0.002062175423,-0.0001531764865,-0.001038117334,-6.52463007,-0.0360076353,-13.03548908,1,0
20,2023-05-12 12:46:10,-20.16105554,66.87946759,36.39601135,26.00849915,1003.69043,334.649104,69.68903482,251.4094179,0.01878799871,0.03513599932,0.01463999972,0.003659058362,0.002155803144,-0.0009995084256,-6.401228905,0.01166625321,-13.11568642,1,0
21,2023-05-12 12:46:10,-20.15369312,66.88569648,36.76939392,26.23796844,1003.676025,334.6574369,69.61675776,251.5480707,0.01927600056,0.03660000116,0.01488399971,0.001322746277,0.0008037909865,-0.00150969252,-6.606173038,-0.2919320464,-13.10351563,0,0
22,2023-05-12 12:46:10,-20.14831986,66.89024189,36.50269318,26.31139946,1003.674561,334.5082741,69.63287017,251.7030272,0.02147199959,0.03660000116,0.01268799976,0.002097144723,2.74E-05,0.000386018306,-6.650433064,-0.2538754344,-12.79068089,0,0
23,2023-05-12 12:46:10,-20.14290379,66.89482307,37.08943939,26.1981945,1003.681152,334.4665006,69.64247342,251.7075078,0.01683599874,0.03660000116,0.01415199973,0.001708496362,0.001958578825,0.0004155561328,-6.39925909,-0.2360312045,-12.90194702,0,0
24,2023-05-12 12:46:11,-20.13703358,66.89978783,36.46713257,25.79432678,1003.680664,334.5312013,69.59030443,251.7475122,0.01951999962,0.03562399745,0.01195599977,0.0004164166749,0.00334674865,-0.000197481364,-6.65956974,-0.2348503023,-13.06342888,0,0
25,2023-05-12 12:46:11,-20.13196067,66.90407784,36.75161743,25.80044556,1003.689453,334.3020382,69.84653898,251.8242835,0.01683599874,0.03684400022,0.01219999976,-0.0003353767097,0.002635851502,-0.0002236515284,-6.895558357,-0.1236314252,-13.21103382,0,0
26,2023-05-12 12:46:11,-20.12607219,66.90905703,36.57381439,27.18032837,1003.693115,334.3890736,69.78659724,251.7783164,0.01854399964,0.03684400022,0.01293199975,-0.001653462648,0.001572348177,-0.0002031028271,-6.688344002,0.05941668525,-12.33897209,0,0
27,2023-05-12 12:46:11,-20.12028191,66.91395263,36.46713257,27.35472488,1003.686279,334.3720323,69.83153989,251.6647098,0.01854399964,0.03684400022,0.01439599972,0.005429618061,0.001248471439,-0.001371050254,-6.781046391,-0.1116728634,-12.26513577,0,0
28,2023-05-12 12:46:11,-20.11460761,66.91874966,36.80495453,26.45826149,1003.693115,334.4183649,69.75545158,251.5251691,0.0204959996,0.03660000116,0.01341999974,0.001668192446,0.000807441771,-0.0004204008728,-6.751481533,-0.1260131449,-12.87973022,0,0
29,2023-05-12 12:46:11,-20.10882344,66.92363904,37.28501892,28.16858101,1003.688721,334.4292641,69.78222592,251.4651317,0.01781199872,0.03708799928,0.01415199973,-0.000808890909,0.001055158675,0.0004587639123,-6.531327248,-0.2680010796,-12.48663616,0,0
30,2023-05-12 12:46:11,-20.10281704,66.9287157,37.26724243,26.15229988,1003.693115,334.5134309,69.72584271,251.4561705,0.01927600056,0.03830799833,0.01366399974,0.001181703061,0.002157747746,-0.0001765340567,-6.375482559,-0.2398218364,-11.94753647,0,0
31,2023-05-12 12:46:11,-20.09525208,66.93510885,36.71605682,26.1981945,1003.708496,334.5073878,69.78137898,251.4593261,0.01683599874,0.03684400022,0.01366399974,0.0002631545067,0.0005297884345,0.001055661589,-6.436488152,-0.2330234498,-12.72192764,0,0
32,2023-05-12 12:46:12,-20.08944104,66.94001913,36.55603409,26.14006233,1003.706299,334.5873847,69.80257305,251.4834844,0.01781199872,0.03708799928,0.01219999976,0.0005553811789,0.001395963132,-0.001637499779,-6.510824203,-0.3800137043,-12.20913887,0,0
33,2023-05-12 12:46:12,-20.08387026,66.9447259,36.76939392,26.37259102,1003.707275,334.7138098,69.78607815,251.3954501,0.01878799871,0.03733199835,0.01341999974,-0.0007027462125,0.0001231059432,-0.0003980193287,-6.478676319,0.1389292479,-11.98394012,0,0
34,2023-05-12 12:46:12,-20.07808381,66.94961435,37.00053787,24.90398026,1003.704102,334.7222622,69.76811475,251.3084472,0.01805599965,0.03757599741,0.01610399969,0.0007760077715,-0.0001305192709,-8.16E-05,-6.342217922,0.03571170568,-12.40677166,0,0
35,2023-05-12 12:46:12,-20.07256471,66.95427645,37.24945831,26.13700104,1003.704346,334.7668616,69.6964524,251.3170191,0.01830000058,0.0378200002,0.01415199973,0.002201486379,0.00100967288,0.0002340935171,-6.497487545,-0.1760071218,-12.4481678,0,0
36,2023-05-12 12:46:12,-20.06682083,66.95912791,36.80495453,26.917202,1003.703857,334.7170115,69.74469403,251.3303721,0.01830000058,0.03635599837,0.01366399974,-0.0006149783731,0.0009734332561,-3.64E-05,-6.16557169,0.2050812691,-12.01338673,0,0
